No.,L,Player,Set,1,2,3,4,5,AA,AP,AE,ASucc%,AP/S,BAA,BAP,BAE,BASucc%,BP,BP/S,SVA,SVP,SVE,SVx,SVEff%,RA,Rx,Rg,RSucc%,MatchNo.,Date,Year,Month,Day,Place,Venue,Team,Op.Team,Director,Coach,Win Set,Lose Set,Total Set,Win Lose,Get Point,Lose Point,Game Time,Start Time,End Time,Spectators,Jury,Chief Umpire,Sub Umpire,Judgeman,Home Away
8,,後藤滉貴,3,□,□,□,,,0,0,0,-,-,0,0,0,-,0,-,5,0,1,3,10.0,0,0.0,0.0,-,541,2021-11-21,2021,11,21,宮崎県,早水公園体育文化センター,富士通カワサキレッドスピリッツ,埼玉アザレア,山本道彦,廣本遥,3,0,3,Win,77,66,70,14:50,16:06,854,中馬義郎,外室喜英,徳永洋行,窪田忍,Home
10,,岡村義郎,1,,,■,,,4,3,1,75.0,3.00,0,0,0,-,2,2.00,4,0,0,1,6.2,0,0.0,0.0,-,541,2021-11-21,2021,11,21,宮崎県,早水公園体育文化センター,富士通カワサキレッドスピリッツ,埼玉アザレア,山本道彦,廣本遥,3,0,3,Win,77,66,70,14:50,16:06,854,中馬義郎,外室喜英,徳永洋行,窪田忍,Home
11,,浅野卓雅,3,■,■,■,,,8,4,1,50.0,1.33,2,2,0,100.0,0,-,9,0,2,1,-2.8,17,10.0,3.0,67.6,541,2021-11-21,2021,11,21,宮崎県,早水公園体育文化センター,富士通カワサキレッドスピリッツ,埼玉アザレア,山本道彦,廣本遥,3,0,3,Win,77,66,70,14:50,16:06,854,中馬義郎,外室喜英,徳永洋行,窪田忍,Home
13,,兵頭佳樹,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,541,2021-11-21,2021,11,21,宮崎県,早水公園体育文化センター,富士通カワサキレッドスピリッツ,埼玉アザレア,山本道彦,廣本遥,3,0,3,Win,77,66,70,14:50,16:06,854,中馬義郎,外室喜英,徳永洋行,窪田忍,Home
14,,谷平拓海,3,■,■,■,,,31,15,4,48.4,5.00,3,1,1,33.3,1,0.33,13,0,5,4,-1.9,29,16.0,10.0,72.4,541,2021-11-21,2021,11,21,宮崎県,早水公園体育文化センター,富士通カワサキレッドスピリッツ,埼玉アザレア,山本道彦,廣本遥,3,0,3,Win,77,66,70,14:50,16:06,854,中馬義郎,外室喜英,徳永洋行,窪田忍,Home
15,,小野宙,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,541,2021-11-21,2021,11,21,宮崎県,早水公園体育文化センター,富士通カワサキレッドスピリッツ,埼玉アザレア,山本道彦,廣本遥,3,0,3,Win,77,66,70,14:50,16:06,854,中馬義郎,外室喜英,徳永洋行,窪田忍,Home
17,,角大樹,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,541,2021-11-21,2021,11,21,宮崎県,早水公園体育文化センター,富士通カワサキレッドスピリッツ,埼玉アザレア,山本道彦,廣本遥,3,0,3,Win,77,66,70,14:50,16:06,854,中馬義郎,外室喜英,徳永洋行,窪田忍,Home
18,,長谷山拓,3,■,■,■,,,1,0,0,0.0,-,0,0,0,-,0,-,17,1,3,7,11.8,0,0.0,0.0,-,541,2021-11-21,2021,11,21,宮崎県,早水公園体育文化センター,富士通カワサキレッドスピリッツ,埼玉アザレア,山本道彦,廣本遥,3,0,3,Win,77,66,70,14:50,16:06,854,中馬義郎,外室喜英,徳永洋行,窪田忍,Home
19,,尾木将,3,□,□,□,,,0,0,0,-,-,0,0,0,-,0,-,3,0,2,1,-8.3,0,0.0,0.0,-,541,2021-11-21,2021,11,21,宮崎県,早水公園体育文化センター,富士通カワサキレッドスピリッツ,埼玉アザレア,山本道彦,廣本遥,3,0,3,Win,77,66,70,14:50,16:06,854,中馬義郎,外室喜英,徳永洋行,窪田忍,Home
1,L,川崎翔太,3,●,●,●,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,11,6.0,1.0,59.1,541,2021-11-21,2021,11,21,宮崎県,早水公園体育文化センター,埼玉アザレア,富士通カワサキレッドスピリッツ,相澤修,岩川泰巳,0,3,3,Lose,66,77,70,14:50,16:06,854,中馬義郎,外室喜英,徳永洋行,窪田忍,Away
3,,石井和希,3,■,■,■,,,31,14,3,45.2,4.67,12,7,1,58.3,2,0.67,10,0,1,1,0.0,0,0.0,0.0,-,541,2021-11-21,2021,11,21,宮崎県,早水公園体育文化センター,埼玉アザレア,富士通カワサキレッドスピリッツ,相澤修,岩川泰巳,0,3,3,Lose,66,77,70,14:50,16:06,854,中馬義郎,外室喜英,徳永洋行,窪田忍,Away
4,,中野竜,3,■,■,■,,,12,5,1,41.7,1.67,3,2,1,66.7,0,-,12,0,3,1,-4.2,25,9.0,4.0,44.0,541,2021-11-21,2021,11,21,宮崎県,早水公園体育文化センター,埼玉アザレア,富士通カワサキレッドスピリッツ,相澤修,岩川泰巳,0,3,3,Lose,66,77,70,14:50,16:06,854,中馬義郎,外室喜英,徳永洋行,窪田忍,Away
5,,佐藤匠,3,■,■,■,,,9,5,1,55.6,1.67,0,0,0,-,3,1.00,14,0,1,3,3.6,0,0.0,0.0,-,541,2021-11-21,2021,11,21,宮崎県,早水公園体育文化センター,埼玉アザレア,富士通カワサキレッドスピリッツ,相澤修,岩川泰巳,0,3,3,Lose,66,77,70,14:50,16:06,854,中馬義郎,外室喜英,徳永洋行,窪田忍,Away
7,,笠原啓太,3,■,■,■,,,12,3,0,25.0,1.00,0,0,0,-,1,0.33,10,1,1,1,10.0,1,0.0,1.0,50.0,541,2021-11-21,2021,11,21,宮崎県,早水公園体育文化センター,埼玉アザレア,富士通カワサキレッドスピリッツ,相澤修,岩川泰巳,0,3,3,Lose,66,77,70,14:50,16:06,854,中馬義郎,外室喜英,徳永洋行,窪田忍,Away
8,,筒井匠,1,,,□,,,0,0,0,-,-,0,0,0,-,0,-,1,0,0,0,0.0,0,0.0,0.0,-,541,2021-11-21,2021,11,21,宮崎県,早水公園体育文化センター,埼玉アザレア,富士通カワサキレッドスピリッツ,相澤修,岩川泰巳,0,3,3,Lose,66,77,70,14:50,16:06,854,中馬義郎,外室喜英,徳永洋行,窪田忍,Away
10,,川畑貴裕,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,541,2021-11-21,2021,11,21,宮崎県,早水公園体育文化センター,埼玉アザレア,富士通カワサキレッドスピリッツ,相澤修,岩川泰巳,0,3,3,Lose,66,77,70,14:50,16:06,854,中馬義郎,外室喜英,徳永洋行,窪田忍,Away
12,,渡辺大亮,3,■,■,■,,,6,1,0,16.7,0.33,0,0,0,-,0,-,11,0,0,3,6.8,0,0.0,0.0,-,541,2021-11-21,2021,11,21,宮崎県,早水公園体育文化センター,埼玉アザレア,富士通カワサキレッドスピリッツ,相澤修,岩川泰巳,0,3,3,Lose,66,77,70,14:50,16:06,854,中馬義郎,外室喜英,徳永洋行,窪田忍,Away
13,,小島大輝,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,541,2021-11-21,2021,11,21,宮崎県,早水公園体育文化センター,埼玉アザレア,富士通カワサキレッドスピリッツ,相澤修,岩川泰巳,0,3,3,Lose,66,77,70,14:50,16:06,854,中馬義郎,外室喜英,徳永洋行,窪田忍,Away
14,,森田凌雅,3,■,■,■,,,13,5,0,38.5,1.67,1,0,0,0.0,0,-,9,0,2,0,-5.6,20,12.0,3.0,67.5,541,2021-11-21,2021,11,21,宮崎県,早水公園体育文化センター,埼玉アザレア,富士通カワサキレッドスピリッツ,相澤修,岩川泰巳,0,3,3,Lose,66,77,70,14:50,16:06,854,中馬義郎,外室喜英,徳永洋行,窪田忍,Away
16,L,小堀優,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,541,2021-11-21,2021,11,21,宮崎県,早水公園体育文化センター,埼玉アザレア,富士通カワサキレッドスピリッツ,相澤修,岩川泰巳,0,3,3,Lose,66,77,70,14:50,16:06,854,中馬義郎,外室喜英,徳永洋行,窪田忍,Away
17,,茂木祐太,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,541,2021-11-21,2021,11,21,宮崎県,早水公園体育文化センター,埼玉アザレア,富士通カワサキレッドスピリッツ,相澤修,岩川泰巳,0,3,3,Lose,66,77,70,14:50,16:06,854,中馬義郎,外室喜英,徳永洋行,窪田忍,Away
19,,堀内雄斗,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,541,2021-11-21,2021,11,21,宮崎県,早水公園体育文化センター,埼玉アザレア,富士通カワサキレッドスピリッツ,相澤修,岩川泰巳,0,3,3,Lose,66,77,70,14:50,16:06,854,中馬義郎,外室喜英,徳永洋行,窪田忍,Away
1,,落合一輝,3,■,■,■,,,11,3,0,27.3,1.00,0,0,0,-,0,-,8,0,1,0,-3.1,25,16.0,5.0,74.0,529,2021-11-20,2021,11,20,兵庫県,南あわじ市文化体育館,ヴィアティン三重,クボタスピアーズ,倉田真,打田淑人,3,1,4,Win,100,78,92,11:00,12:41,130,髙橋憲太郎,本間明,前田恭宏,山本順一,Home
2,,中村有登,2,■,■,,,,6,3,0,50.0,1.50,1,0,0,0.0,1,0.50,10,0,0,4,10.0,1,1.0,0.0,100.0,529,2021-11-20,2021,11,20,兵庫県,南あわじ市文化体育館,ヴィアティン三重,クボタスピアーズ,倉田真,打田淑人,3,1,4,Win,100,78,92,11:00,12:41,130,髙橋憲太郎,本間明,前田恭宏,山本順一,Home
7,,春藤洸介,4,■,■,■,■,,35,22,3,62.9,5.50,7,6,0,85.7,2,0.50,14,0,2,5,5.4,2,1.0,0.0,50.0,529,2021-11-20,2021,11,20,兵庫県,南あわじ市文化体育館,ヴィアティン三重,クボタスピアーズ,倉田真,打田淑人,3,1,4,Win,100,78,92,11:00,12:41,130,髙橋憲太郎,本間明,前田恭宏,山本順一,Home
9,,森垣拓真,2,■,■,,,,0,0,0,-,-,0,0,0,-,0,-,7,0,0,1,3.6,0,0.0,0.0,-,529,2021-11-20,2021,11,20,兵庫県,南あわじ市文化体育館,ヴィアティン三重,クボタスピアーズ,倉田真,打田淑人,3,1,4,Win,100,78,92,11:00,12:41,130,髙橋憲太郎,本間明,前田恭宏,山本順一,Home
10,L,外崎航平,4,●,●,●,●,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,12,10.0,0.0,83.3,529,2021-11-20,2021,11,20,兵庫県,南あわじ市文化体育館,ヴィアティン三重,クボタスピアーズ,倉田真,打田淑人,3,1,4,Win,100,78,92,11:00,12:41,130,髙橋憲太郎,本間明,前田恭宏,山本順一,Home
12,L,大浦坂健太,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,529,2021-11-20,2021,11,20,兵庫県,南あわじ市文化体育館,ヴィアティン三重,クボタスピアーズ,倉田真,打田淑人,3,1,4,Win,100,78,92,11:00,12:41,130,髙橋憲太郎,本間明,前田恭宏,山本順一,Home
13,,吉田裕亮,1,,□,,,,2,0,0,0.0,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,529,2021-11-20,2021,11,20,兵庫県,南あわじ市文化体育館,ヴィアティン三重,クボタスピアーズ,倉田真,打田淑人,3,1,4,Win,100,78,92,11:00,12:41,130,髙橋憲太郎,本間明,前田恭宏,山本順一,Home
15,,茶屋道康輔,1,,,,□,,0,0,0,-,-,0,0,0,-,0,-,1,0,0,0,0.0,0,0.0,0.0,-,529,2021-11-20,2021,11,20,兵庫県,南あわじ市文化体育館,ヴィアティン三重,クボタスピアーズ,倉田真,打田淑人,3,1,4,Win,100,78,92,11:00,12:41,130,髙橋憲太郎,本間明,前田恭宏,山本順一,Home
16,,安田瑛亮,2,,,□,■,,4,2,0,50.0,1.00,0,0,0,-,0,-,10,0,2,1,-2.5,21,15.0,2.0,76.2,529,2021-11-20,2021,11,20,兵庫県,南あわじ市文化体育館,ヴィアティン三重,クボタスピアーズ,倉田真,打田淑人,3,1,4,Win,100,78,92,11:00,12:41,130,髙橋憲太郎,本間明,前田恭宏,山本順一,Home
18,,福元浩太郎,3,,□,■,■,,2,0,0,0.0,-,1,0,0,0.0,1,0.33,9,1,0,2,16.7,0,0.0,0.0,-,529,2021-11-20,2021,11,20,兵庫県,南あわじ市文化体育館,ヴィアティン三重,クボタスピアーズ,倉田真,打田淑人,3,1,4,Win,100,78,92,11:00,12:41,130,髙橋憲太郎,本間明,前田恭宏,山本順一,Home
23,,北田陽季,4,■,■,■,■,,14,5,0,35.7,1.25,0,0,0,-,1,0.25,17,2,5,4,10.3,1,1.0,0.0,100.0,529,2021-11-20,2021,11,20,兵庫県,南あわじ市文化体育館,ヴィアティン三重,クボタスピアーズ,倉田真,打田淑人,3,1,4,Win,100,78,92,11:00,12:41,130,髙橋憲太郎,本間明,前田恭宏,山本順一,Home
34,,三好佳介,2,,,■,■,,17,9,2,52.9,4.50,2,2,0,100.0,0,-,8,1,2,0,6.2,0,0.0,0.0,-,529,2021-11-20,2021,11,20,兵庫県,南あわじ市文化体育館,ヴィアティン三重,クボタスピアーズ,倉田真,打田淑人,3,1,4,Win,100,78,92,11:00,12:41,130,髙橋憲太郎,本間明,前田恭宏,山本順一,Home
39,,諏訪晃大,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,529,2021-11-20,2021,11,20,兵庫県,南あわじ市文化体育館,ヴィアティン三重,クボタスピアーズ,倉田真,打田淑人,3,1,4,Win,100,78,92,11:00,12:41,130,髙橋憲太郎,本間明,前田恭宏,山本順一,Home
73,,島波輝,4,■,■,■,■,,22,14,1,63.6,3.50,3,2,0,66.7,3,0.75,15,0,0,7,11.7,1,1.0,0.0,100.0,529,2021-11-20,2021,11,20,兵庫県,南あわじ市文化体育館,ヴィアティン三重,クボタスピアーズ,倉田真,打田淑人,3,1,4,Win,100,78,92,11:00,12:41,130,髙橋憲太郎,本間明,前田恭宏,山本順一,Home
1,,鎌苅翔,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,529,2021-11-20,2021,11,20,兵庫県,南あわじ市文化体育館,クボタスピアーズ,ヴィアティン三重,川田匠,財間常文,1,3,4,Lose,78,100,92,11:00,12:41,130,髙橋憲太郎,本間明,前田恭宏,山本順一,Away
2,,赤松圭介,4,■,■,■,■,,52,21,8,40.4,5.25,17,6,3,35.3,0,-,9,1,4,0,0.0,0,0.0,0.0,-,529,2021-11-20,2021,11,20,兵庫県,南あわじ市文化体育館,クボタスピアーズ,ヴィアティン三重,川田匠,財間常文,1,3,4,Lose,78,100,92,11:00,12:41,130,髙橋憲太郎,本間明,前田恭宏,山本順一,Away
3,L,早瀬川雄也,1,●,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,3,0.0,1.0,16.7,529,2021-11-20,2021,11,20,兵庫県,南あわじ市文化体育館,クボタスピアーズ,ヴィアティン三重,川田匠,財間常文,1,3,4,Lose,78,100,92,11:00,12:41,130,髙橋憲太郎,本間明,前田恭宏,山本順一,Away
4,,岡崎誠,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,529,2021-11-20,2021,11,20,兵庫県,南あわじ市文化体育館,クボタスピアーズ,ヴィアティン三重,川田匠,財間常文,1,3,4,Lose,78,100,92,11:00,12:41,130,髙橋憲太郎,本間明,前田恭宏,山本順一,Away
5,,丸一達也,4,■,■,■,■,,22,9,1,40.9,2.25,1,0,0,0.0,3,0.75,7,0,1,1,0.0,0,0.0,0.0,-,529,2021-11-20,2021,11,20,兵庫県,南あわじ市文化体育館,クボタスピアーズ,ヴィアティン三重,川田匠,財間常文,1,3,4,Lose,78,100,92,11:00,12:41,130,髙橋憲太郎,本間明,前田恭宏,山本順一,Away
6,,阪根彩斗,4,■,■,■,■,,13,4,2,30.8,1.00,0,0,0,-,0,-,12,0,3,1,-4.2,25,18.0,2.0,76.0,529,2021-11-20,2021,11,20,兵庫県,南あわじ市文化体育館,クボタスピアーズ,ヴィアティン三重,川田匠,財間常文,1,3,4,Lose,78,100,92,11:00,12:41,130,髙橋憲太郎,本間明,前田恭宏,山本順一,Away
7,,蓑田蓮,3,□,,□,□,,1,0,0,0.0,-,0,0,0,-,0,-,2,0,0,0,0.0,0,0.0,0.0,-,529,2021-11-20,2021,11,20,兵庫県,南あわじ市文化体育館,クボタスピアーズ,ヴィアティン三重,川田匠,財間常文,1,3,4,Lose,78,100,92,11:00,12:41,130,髙橋憲太郎,本間明,前田恭宏,山本順一,Away
9,,田中誠,4,■,■,■,■,,3,1,1,33.3,0.25,0,0,0,-,3,0.75,20,1,0,5,11.2,0,0.0,0.0,-,529,2021-11-20,2021,11,20,兵庫県,南あわじ市文化体育館,クボタスピアーズ,ヴィアティン三重,川田匠,財間常文,1,3,4,Lose,78,100,92,11:00,12:41,130,髙橋憲太郎,本間明,前田恭宏,山本順一,Away
10,L,寺田晃聖,3,,●,●,●,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,12,7.0,1.0,62.5,529,2021-11-20,2021,11,20,兵庫県,南あわじ市文化体育館,クボタスピアーズ,ヴィアティン三重,川田匠,財間常文,1,3,4,Lose,78,100,92,11:00,12:41,130,髙橋憲太郎,本間明,前田恭宏,山本順一,Away
12,,籠樹,3,,□,□,□,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,529,2021-11-20,2021,11,20,兵庫県,南あわじ市文化体育館,クボタスピアーズ,ヴィアティン三重,川田匠,財間常文,1,3,4,Lose,78,100,92,11:00,12:41,130,髙橋憲太郎,本間明,前田恭宏,山本順一,Away
13,,津崎智之,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,529,2021-11-20,2021,11,20,兵庫県,南あわじ市文化体育館,クボタスピアーズ,ヴィアティン三重,川田匠,財間常文,1,3,4,Lose,78,100,92,11:00,12:41,130,髙橋憲太郎,本間明,前田恭宏,山本順一,Away
15,,川田匠,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,529,2021-11-20,2021,11,20,兵庫県,南あわじ市文化体育館,クボタスピアーズ,ヴィアティン三重,川田匠,財間常文,1,3,4,Lose,78,100,92,11:00,12:41,130,髙橋憲太郎,本間明,前田恭宏,山本順一,Away
16,,谷口裕太郎,4,■,■,■,■,,17,8,0,47.1,2.00,0,0,0,-,1,0.25,13,1,6,0,-3.8,0,0.0,0.0,-,529,2021-11-20,2021,11,20,兵庫県,南あわじ市文化体育館,クボタスピアーズ,ヴィアティン三重,川田匠,財間常文,1,3,4,Lose,78,100,92,11:00,12:41,130,髙橋憲太郎,本間明,前田恭宏,山本順一,Away
17,,田中伸哉,4,■,■,■,■,,20,5,2,25.0,1.25,0,0,0,-,0,-,16,1,0,2,9.4,45,21.0,9.0,56.7,529,2021-11-20,2021,11,20,兵庫県,南あわじ市文化体育館,クボタスピアーズ,ヴィアティン三重,川田匠,財間常文,1,3,4,Lose,78,100,92,11:00,12:41,130,髙橋憲太郎,本間明,前田恭宏,山本順一,Away
1,L,青島賢司,4,●,●,●,●,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,23,8.0,9.0,54.3,530,2021-11-20,2021,11,20,兵庫県,南あわじ市文化体育館,サフィルヴァ北海道,きんでんトリニティーブリッツ,上杉徹,,1,3,4,Lose,95,107,109,13:20,15:18,200,石井洋壮,岡田崇,蔭山泰史,児島廣幸,Home
2,,谷越陽介,4,■,■,■,■,,10,2,0,20.0,0.50,0,0,0,-,1,0.25,12,0,0,1,2.1,0,0.0,0.0,-,530,2021-11-20,2021,11,20,兵庫県,南あわじ市文化体育館,サフィルヴァ北海道,きんでんトリニティーブリッツ,上杉徹,,1,3,4,Lose,95,107,109,13:20,15:18,200,石井洋壮,岡田崇,蔭山泰史,児島廣幸,Home
4,,奥田基嗣,2,,□,□,,,4,1,0,25.0,0.50,0,0,0,-,0,-,2,0,1,0,-12.5,0,0.0,0.0,-,530,2021-11-20,2021,11,20,兵庫県,南あわじ市文化体育館,サフィルヴァ北海道,きんでんトリニティーブリッツ,上杉徹,,1,3,4,Lose,95,107,109,13:20,15:18,200,石井洋壮,岡田崇,蔭山泰史,児島廣幸,Home
6,,阿部誠樹,4,■,■,■,■,,24,10,6,41.7,2.50,4,1,2,25.0,1,0.25,12,0,3,2,-2.1,17,3.0,10.0,47.1,530,2021-11-20,2021,11,20,兵庫県,南あわじ市文化体育館,サフィルヴァ北海道,きんでんトリニティーブリッツ,上杉徹,,1,3,4,Lose,95,107,109,13:20,15:18,200,石井洋壮,岡田崇,蔭山泰史,児島廣幸,Home
8,,佐藤陸善,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,530,2021-11-20,2021,11,20,兵庫県,南あわじ市文化体育館,サフィルヴァ北海道,きんでんトリニティーブリッツ,上杉徹,,1,3,4,Lose,95,107,109,13:20,15:18,200,石井洋壮,岡田崇,蔭山泰史,児島廣幸,Home
10,,三浦拓,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,530,2021-11-20,2021,11,20,兵庫県,南あわじ市文化体育館,サフィルヴァ北海道,きんでんトリニティーブリッツ,上杉徹,,1,3,4,Lose,95,107,109,13:20,15:18,200,石井洋壮,岡田崇,蔭山泰史,児島廣幸,Home
11,L,藤村稜,4,〇,〇,〇,〇,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,7,0.0,4.0,28.6,530,2021-11-20,2021,11,20,兵庫県,南あわじ市文化体育館,サフィルヴァ北海道,きんでんトリニティーブリッツ,上杉徹,,1,3,4,Lose,95,107,109,13:20,15:18,200,石井洋壮,岡田崇,蔭山泰史,児島廣幸,Home
12,,田代真輝,3,,□,□,□,,0,0,0,-,-,0,0,0,-,0,-,1,0,0,0,0.0,0,0.0,0.0,-,530,2021-11-20,2021,11,20,兵庫県,南あわじ市文化体育館,サフィルヴァ北海道,きんでんトリニティーブリッツ,上杉徹,,1,3,4,Lose,95,107,109,13:20,15:18,200,石井洋壮,岡田崇,蔭山泰史,児島廣幸,Home
13,,小泉響輝,4,■,■,■,■,,11,9,0,81.8,2.25,0,0,0,-,3,0.75,15,0,2,0,-3.3,0,0.0,0.0,-,530,2021-11-20,2021,11,20,兵庫県,南あわじ市文化体育館,サフィルヴァ北海道,きんでんトリニティーブリッツ,上杉徹,,1,3,4,Lose,95,107,109,13:20,15:18,200,石井洋壮,岡田崇,蔭山泰史,児島廣幸,Home
14,,吉田隼人,4,■,■,■,■,,8,4,0,50.0,1.00,0,0,0,-,0,-,15,1,3,1,3.3,0,0.0,0.0,-,530,2021-11-20,2021,11,20,兵庫県,南あわじ市文化体育館,サフィルヴァ北海道,きんでんトリニティーブリッツ,上杉徹,,1,3,4,Lose,95,107,109,13:20,15:18,200,石井洋壮,岡田崇,蔭山泰史,児島廣幸,Home
16,,中林一真,2,,□,□,,,5,2,0,40.0,1.00,0,0,0,-,0,-,3,0,0,0,0.0,9,2.0,5.0,50.0,530,2021-11-20,2021,11,20,兵庫県,南あわじ市文化体育館,サフィルヴァ北海道,きんでんトリニティーブリッツ,上杉徹,,1,3,4,Lose,95,107,109,13:20,15:18,200,石井洋壮,岡田崇,蔭山泰史,児島廣幸,Home
17,,森元貴哉,4,□,■,■,■,,24,13,1,54.2,3.25,4,2,1,50.0,1,0.25,19,1,4,3,3.9,26,6.0,15.0,51.9,530,2021-11-20,2021,11,20,兵庫県,南あわじ市文化体育館,サフィルヴァ北海道,きんでんトリニティーブリッツ,上杉徹,,1,3,4,Lose,95,107,109,13:20,15:18,200,石井洋壮,岡田崇,蔭山泰史,児島廣幸,Home
19,,柳川大知,4,■,■,■,■,,22,13,2,59.1,3.25,7,1,2,14.3,0,-,16,1,3,1,3.1,1,0.0,1.0,50.0,530,2021-11-20,2021,11,20,兵庫県,南あわじ市文化体育館,サフィルヴァ北海道,きんでんトリニティーブリッツ,上杉徹,,1,3,4,Lose,95,107,109,13:20,15:18,200,石井洋壮,岡田崇,蔭山泰史,児島廣幸,Home
20,,鳥飼亜斗夢,2,■,,,□,,4,0,0,0.0,-,0,0,0,-,0,-,1,0,0,0,0.0,3,0.0,1.0,16.7,530,2021-11-20,2021,11,20,兵庫県,南あわじ市文化体育館,サフィルヴァ北海道,きんでんトリニティーブリッツ,上杉徹,,1,3,4,Lose,95,107,109,13:20,15:18,200,石井洋壮,岡田崇,蔭山泰史,児島廣幸,Home
1,,岡本侑,4,■,■,■,■,,22,16,1,72.7,4.00,4,3,0,75.0,2,0.50,20,2,2,7,16.2,27,10.0,14.0,63.0,530,2021-11-20,2021,11,20,兵庫県,南あわじ市文化体育館,きんでんトリニティーブリッツ,サフィルヴァ北海道,今田善仁,山原健太,3,1,4,Win,107,95,109,13:20,15:18,200,石井洋壮,岡田崇,蔭山泰史,児島廣幸,Away
3,L,長濱裕,4,●,●,●,●,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,17,7.0,7.0,61.8,530,2021-11-20,2021,11,20,兵庫県,南あわじ市文化体育館,きんでんトリニティーブリッツ,サフィルヴァ北海道,今田善仁,山原健太,3,1,4,Win,107,95,109,13:20,15:18,200,石井洋壮,岡田崇,蔭山泰史,児島廣幸,Away
5,L,大賀惠介,1,,〇,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,3,2.0,1.0,83.3,530,2021-11-20,2021,11,20,兵庫県,南あわじ市文化体育館,きんでんトリニティーブリッツ,サフィルヴァ北海道,今田善仁,山原健太,3,1,4,Win,107,95,109,13:20,15:18,200,石井洋壮,岡田崇,蔭山泰史,児島廣幸,Away
6,,庄司練,1,■,,,,,4,0,0,0.0,-,0,0,0,-,0,-,4,0,0,1,6.2,0,0.0,0.0,-,530,2021-11-20,2021,11,20,兵庫県,南あわじ市文化体育館,きんでんトリニティーブリッツ,サフィルヴァ北海道,今田善仁,山原健太,3,1,4,Win,107,95,109,13:20,15:18,200,石井洋壮,岡田崇,蔭山泰史,児島廣幸,Away
9,,内園徹,4,□,□,□,□,,0,0,0,-,-,0,0,0,-,0,-,6,0,1,1,0.0,1,0.0,1.0,50.0,530,2021-11-20,2021,11,20,兵庫県,南あわじ市文化体育館,きんでんトリニティーブリッツ,サフィルヴァ北海道,今田善仁,山原健太,3,1,4,Win,107,95,109,13:20,15:18,200,石井洋壮,岡田崇,蔭山泰史,児島廣幸,Away
11,,毛利光生,4,■,■,■,■,,2,2,0,100.0,0.50,0,0,0,-,0,-,17,0,1,1,0.0,0,0.0,0.0,-,530,2021-11-20,2021,11,20,兵庫県,南あわじ市文化体育館,きんでんトリニティーブリッツ,サフィルヴァ北海道,今田善仁,山原健太,3,1,4,Win,107,95,109,13:20,15:18,200,石井洋壮,岡田崇,蔭山泰史,児島廣幸,Away
12,,新谷俊揮,4,□,□,□,□,,0,0,0,-,-,0,0,0,-,0,-,5,1,3,0,5.0,0,0.0,0.0,-,530,2021-11-20,2021,11,20,兵庫県,南あわじ市文化体育館,きんでんトリニティーブリッツ,サフィルヴァ北海道,今田善仁,山原健太,3,1,4,Win,107,95,109,13:20,15:18,200,石井洋壮,岡田崇,蔭山泰史,児島廣幸,Away
